0.30165333479558104,0.22449396374014347,0.04882838363786518,0.14603317683932462,0.06673931061764783,0.039408894120788386,0.04491706126089742,6.0,
0.3296491260156199,0.2557096332035838,0.0778496020333768,0.22017687967943403,0.0843042095540958,0.03950882739867176,0.08642059094118115,6.0,
0.5459157625137709,0.44290037099171997,0.12623237533251339,0.7953755272504559,0.3385613327535534,0.14388816623097536,0.2283597115264856,6.0,
0.2892630136034572,0.21211343308582453,0.06970440264574614,0.11298248313878921,0.049948244458695036,0.02266408609593954,0.026603810908193963,6.0,
0.4082440409159805,0.31593678103988526,0.09954228338915966,0.341321800506976,0.15163378814855102,0.08369721363694119,0.09203792730930063,6.0,
0.41745921345804066,0.3373096636003013,0.10217340413147959,0.4538920452747358,0.23349390648074808,0.07203955148961327,0.10627908507033829,6.0,
0.3410437414174939,0.26739968886818094,0.08169009927168659,0.24692502934277025,0.11800287650618768,0.053667482361388054,0.059144897058386485,6.0,
0.31086730981107735,0.2514514055673911,0.09483368661434272,0.16747003159508492,0.06623208575378361,0.026472757917519116,0.06027952707318098,6.0,
0.3483530844028092,0.25025436779342636,0.07090776842300772,0.18610366522274815,0.06455940563239244,0.04934795290091805,0.05398588449010839,6.0,
0.46285243032350976,0.3770183955995609,0.11955418806651219,0.5207952679709604,0.2699035127623096,0.10726644078848453,0.13481645338344303,6.0,
0.306742971519101,0.23213384676124857,0.0,0.13528764957225098,0.05711165126540547,0.02943189936208327,0.3468171364637311,6.0,
0.3928232203667204,0.308770624198925,0.11415054907676836,0.30914526414989874,0.15845871029370284,0.05985175498352649,0.08654304644107048,6.0,
0.3454465445985786,0.24500946976013244,0.08279790212863354,0.1592247419807637,0.06419172675857547,0.035961385601679226,0.045900258588957854,6.0,
0.39226528589528353,0.31596710102243536,0.09245590117930472,0.3271337772079015,0.16110959942600164,0.06047924498471115,0.09342545359192672,6.0,
0.2674757404441132,0.20301430422246172,0.07134985400874164,0.09938881746380032,0.0407214166346103,0.030623716365276766,0.029555688709145374,6.0,
0.4715222597849,0.36951328451025445,0.12046570454187125,0.563622346915411,0.27190144539017097,0.10876466173285672,0.1314461817687962,6.0,
0.3319070104303257,0.27213357673715194,0.09227868866810338,0.1804294430050136,0.07585356581341994,0.05437983560472622,0.05432783187274522,6.0,
0.3753754055085678,0.26033330559116835,0.07543402499195383,0.21554841652102813,0.09051456592737239,0.0512223767206342,0.06979429595205489,6.0,
0.46997594977034374,0.3683482705949315,0.11218515677190764,0.5026998766249245,0.2322896033071082,0.1232648686547426,0.12977622666502897,6.0,
0.5066437654605508,0.3832924454159361,0.11515780049630847,0.6160361923766003,0.2930884264490035,0.14368138162320165,0.15708117463180443,6.0,
0.34445671860544574,0.27592586924431683,0.08787921401736379,0.22904070814102004,0.10012027744408737,0.059199491405313893,0.06374043860751981,6.0,
0.28836983690602125,0.2236684820115569,0.08569374634849462,0.13023293273252176,0.050939694123829656,0.03356721046315106,0.040494989643585735,6.0,
0.5670653394139455,0.44562394358435276,0.12738215688015342,0.8151039105401379,0.33354092874052493,0.14202488711686004,0.2283773970255012,6.0,
0.4120584360099005,0.30071621026492995,0.09018994957284149,0.2726190131103544,0.10460763380470768,0.06707724764793929,0.10901438663034783,6.0,
0.26187600914633036,0.2015210716079301,0.06518250026404182,0.09560608118769415,0.04540356863103703,0.02748868567680059,0.030008282970899462,6.0,
0.4037902431472628,0.3007901167665239,0.08860038038002298,0.26980089847434935,0.10145820683832309,0.0667493975327855,0.11179634317833854,6.0,
0.46737744970773815,0.35233873829962026,0.12548784535135948,0.43804497610389076,0.19253035380930397,0.11609249781140382,0.11764878299243924,6.0,
0.3672679936345351,0.2812961941532911,0.08585721651853419,0.20289584109543374,0.0917577554284864,0.05744398167235877,0.08129041869670911,6.0,
0.41398958834088445,0.3076956622022744,0.10288257627985607,0.32726749713853015,0.1459956494209858,0.07234836350214248,0.09510611183298952,6.0,
0.33445700363374564,0.24745443380522966,0.09534175645237979,0.17521416140642812,0.06579864216724161,0.02693365440238723,0.05617578826532893,6.0,
0.22536973181614753,0.16679958760010044,0.0642442146891346,0.06437949625361913,0.022770624498601788,0.01405385619528067,0.02232785695884632,6.0,
0.334303823222631,0.21480469315670705,0.0684613373334286,0.16419079436073583,0.07987136417769561,0.03655428589004522,0.0494471809799918,6.0,
0.21846778853251994,0.1677725550294376,0.05544374378943772,0.06306478752932558,0.020731589525327575,0.014152368985835849,0.019729906243098085,6.0,
0.3057402430893605,0.22908655371145392,0.09256257339875157,0.14181401297991744,0.05617257426093927,0.0372574983176931,0.03729563800582193,6.0,
0.33667269664150873,0.21318700730922147,0.07136771388599544,0.16928864835712784,0.07434256433880802,0.03759371082402623,0.04842907639195957,6.0,
0.35545948513472836,0.28018702489630504,0.09718468308399901,0.19701626606159017,0.07458547143375291,0.05326879749519705,0.06767210643388168,6.0,
0.363855287197197,0.2646500164180174,0.07448525657203722,0.1794515398887168,0.07975686432075714,0.035250502805047566,0.05358754640527005,6.0,
0.3419752265856238,0.26577581973693176,0.08710638055501241,0.19299526204096157,0.0766390216352515,0.030655812779948447,0.04612694980573957,6.0,
0.3358237222749351,0.25207835075915863,0.07933900822299716,0.17336871740230295,0.06889483407884328,0.04395481101739454,0.051334769735318225,6.0,
0.18078915904863502,0.37494044689714207,0.12152037335882879,0.45449997643317436,0.1925624426806299,0.10620253591833889,0.14525053500509794,6.0,
0.3260409221648537,0.2573423420913317,0.07348663792137697,0.15820963708705565,0.07560154574009069,0.031013447682873344,0.04668050432940687,6.0,
0.3590219201805287,0.2593872458659761,0.09378694740441965,0.2012678190674166,0.09329229467954182,0.035056819185594716,0.055763932087627935,6.0,
0.34466556537689635,0.2710466845389967,0.07410138217962384,0.16883227418232985,0.07939736853477396,0.03231569946692242,0.05622785038272632,6.0,
0.4000910729567831,0.2900512817307568,0.09535651070195333,0.30839517804441763,0.1278074760929747,0.08455266282113995,0.07840101663318953,6.0,
0.33264108071071313,0.233600342831528,0.08822589151092292,0.15076689685426087,0.06398394014142374,0.03576551114812876,0.045114516068535476,6.0,
0.3737278997207138,0.29918685348924334,0.10272067961972159,0.28325082864677675,0.11398035124620567,0.058361906869864026,0.08377505032973506,6.0,
0.5262333658914935,0.40458966653230477,0.13031967889534224,0.7974007493212679,0.2765656821039989,0.23532402924135443,0.23796624748088685,13.0,
0.49717025308097207,0.405625028588711,0.1574411166812959,0.6957677040198808,0.23738395754965805,0.1648618394337478,0.2628246033293453,13.0,
0.5206754578490608,0.40354945762182765,0.1618092582444093,0.6949164087772653,0.24297056101246156,0.14017260808307558,0.2630912396716533,13.0,
0.39788980490028364,0.3162331806955964,0.12505540541691118,0.30343215750434155,0.14233037453091937,0.06106956698748097,0.09343019798558733,13.0,
0.5352089219721619,0.46334335305504176,0.13618501595466137,0.8140208132963778,0.3363678987855863,0.18542403540278493,0.26822005087416845,13.0,
0.5727272919743446,0.46280199033400415,0.16894277397777108,0.8983355748337325,0.378357908695797,0.2178819156556895,0.2844761985291857,13.0,
0.5181674323867699,0.4256280466192986,0.1353249888263476,0.7447528793044055,0.2734713325915425,0.19818643356170973,0.24390053812051163,13.0,
0.6100270804274416,0.4737648748853375,0.1645656231687276,1.1052254915837412,0.4193432217706835,0.252483532288598,0.34238328483192565,13.0,
0.5387474732908898,0.40855356436569135,0.14094002645274564,0.614228164734353,0.2279257382242003,0.1589010786833076,0.23918593052074014,13.0,
0.5651609245677501,0.47955494632674145,0.16850954336694965,0.9693133650159671,0.38370948894419005,0.2917024620830996,0.28082344950656174,13.0,
0.5730981792393951,0.4237502004341397,0.12938745697442172,0.7802565175675407,0.25634114374840905,0.16811661821169366,0.27107733606816475,13.0,
0.6140696515850799,0.5137553667353536,0.17326911352872593,1.2377752751977902,0.5303004974763097,0.24583141574139422,0.398985136230992,13.0,
0.6399313268206139,0.4585295488432474,0.1411096443709604,1.2070914566328634,0.4860373337586473,0.2089189493328498,0.39405069382275293,13.0,
0.5899249905416987,0.4536208775256062,0.1625214133217049,1.121444483983057,0.360127417708086,0.31069956474472665,0.3146875308905678,13.0,
0.5474459784738334,0.43588231799483856,0.1395255184224501,0.8248999983508936,0.3443985107579128,0.162304280900735,0.2767285378786349,13.0,
0.5301374731811929,0.39474812590761155,0.14804242479340612,0.6585493465084491,0.26232695712813664,0.1078655593806781,0.2308818842898206,13.0,
0.6070200187838356,0.49537693292471296,0.17503197433009332,1.122865378685198,0.4675817681047375,0.2279793516563921,0.3926632735098681,13.0,
0.6133501481809994,0.4990583954648975,0.18244475519777717,1.076882945780079,0.4335239587238829,0.1928867468537396,0.3870424588553903,13.0,
0.5476057435268759,0.4227976824675433,0.16901090180536352,0.7750944060760159,0.27020346721195915,0.15859295019361977,0.2793889196321645,13.0,
0.4428777026190918,0.35234302101430165,0.14211502500689768,0.536411786839921,0.17822561614277535,0.1251800893409395,0.17492728816924272,13.0,
0.6954927455487323,0.5399658272999017,0.20691039390449095,1.745244400278619,0.7967808298896546,0.36902717887506326,0.4907931940093661,13.0,
0.590457237353781,0.46607613289398214,0.1641566970493596,1.0630090659559421,0.4184658497747004,0.2479319280016178,0.33653724573103283,13.0,
0.5095956953507296,0.3888270206908598,0.16487315447017045,0.7854013226675196,0.31259199355108663,0.1495634951821179,0.2823963723472167,13.0,
0.6743214300044458,0.506766698280725,0.20843809986076064,1.7366921613665929,0.8216473203168713,0.40418993401899506,0.4389363418778045,13.0,
0.4489696643270873,0.3381259464104222,0.1090106253227379,0.393655298719084,0.14461971091028136,0.10582300308498657,0.12510334009114535,13.0,
0.44959675776044905,0.36395629219341025,0.10529353304503239,0.38299016421680193,0.16530404456313164,0.04658184431428876,0.1350989045291699,13.0,
0.4617322367027014,0.35379132670256835,0.13483967044956793,0.4746368916838616,0.19181985037702062,0.09390333445603033,0.1732139650687926,13.0,
0.521938424705147,0.44551580650137484,0.13215527093681492,0.7982011175605532,0.31162324214287873,0.18493010472807112,0.25280125736010634,13.0,
0.710155900768382,0.5627156698215795,0.19590545065752166,1.5672282221777278,0.7030319353846897,0.3447481063376604,0.5261079717302017,13.0,
0.35576479141002415,0.25435648424064256,0.08308971526955095,0.21059588667981344,0.09985145113826996,0.04639037147681814,0.05973756384080758,13.0,
0.7047825767965094,0.5407982976394338,0.18103552889619726,1.5102530113946213,0.6049993853518272,0.37132087927185164,0.47667219067532557,13.0,
0.7322851589292054,0.5687417637028888,0.20182095918687265,1.8541844035471746,0.7345139178323916,0.3917652495143384,0.5276941143530348,13.0,
0.6585170040570734,0.5206393736378321,0.20191770451044883,1.4150160772246936,0.6824429422806461,0.29883409985003884,0.4394950597236528,13.0,
0.4720141996222049,0.40077486367727894,0.11435069918014988,0.5436793903711276,0.18411134540958823,0.103906309430645,0.20749362224811518,13.0,
0.6261486987801561,0.48565850625155255,0.16570860583535157,1.1892678780957118,0.49793503659749716,0.23402642768168902,0.3342707709328928,13.0,
0.7096739768084213,0.5283905301801674,0.20622049333116027,1.7554157057479565,0.8163125106387344,0.40741469707576744,0.4441083423735672,13.0,
0.703721359337022,0.5502113493713294,0.18978083753369324,1.5004076693887984,0.7127551036696003,0.37272636673936094,0.41741189874260987,13.0,
0.553184358775272,0.40555543013752204,0.1426153514910866,0.6304544098878209,0.22617642144975217,0.16693227136084962,0.2362069819250059,13.0,
0.5895537736779574,0.4672029034985329,0.16047323836778513,1.105819888528788,0.47741493072224783,0.2608965799239487,0.3027345054082648,13.0,
0.5159673455761157,0.39163888641123623,0.12847152018374608,0.9577447447522711,0.348021231624585,0.2526546335963573,0.2587509917485931,13.0,
0.4814934619512747,0.41523516198448146,0.1510176943805472,0.7145279399769594,0.23665044567705204,0.16025113764690493,0.2654622271962801,13.0,
0.4552476817974835,0.35746245930589027,0.12672526711380502,0.5269721979013896,0.20007193485347363,0.13221480786881615,0.1429692873768102,13.0,
0.6157588455838704,0.5007952109340597,0.16587208390570396,1.0848352969636585,0.42313704669834623,0.27504618449919127,0.3308348977844761,13.0,
0.5993643110676554,0.48294490784256,0.16566229248226108,1.1674990144008892,0.47262839526745615,0.23971230775288896,0.3592792204015522,13.0,
0.4218364981939515,0.3465214046722106,0.1264503682114516,0.42841446354321616,0.16067307628795344,0.08221204177003466,0.15669400200991926,13.0,
0.6228804530793005,0.48617133106423754,0.1859628383128266,1.140005290874066,0.46257411246532604,0.2726874044896974,0.39829356902027996,13.0,
0.6048957457849082,0.4831256649203192,0.16516902368217856,1.1332147713863296,0.42412615290794975,0.26135276454624606,0.33287690672500714,13.0,
0.5073734998162888,0.4236992687930652,0.1256439656043076,0.7412448638576064,0.2665064026203595,0.19775748307961555,0.24865965511694452,13.0,
0.6455609933864839,0.5034810658040993,0.23798426419774366,1.5597734303865265,0.4735970938078287,0.3626421763442064,0.5426966542290899,13.0,
0.6472292596278082,0.5458056500745562,0.17656526072602857,1.6947575042284135,0.7148372341866092,0.37215411590793257,0.47668253646883146,13.0,
0.4068824851897709,0.33817037628491836,0.12016769254972245,0.44294475277843787,0.15372785715900428,0.11912064709838083,0.1416584492569766,13.0,
0.700136145058634,0.5720785926953439,0.17288076257161472,1.9296520937769828,0.9128642780830222,0.3915831222633905,0.5055697855295886,13.0,
0.4782241342717088,0.3901372457072543,0.10936890374868369,0.6586545375858731,0.18638136446588588,0.16018688204538803,0.2367056301876024,13.0,
0.6899999987611746,0.5428870572298506,0.21103239097477572,1.9595567107776286,0.7910112129956052,0.4384904797896769,0.49659501581114074,13.0,
0.6080852786982871,0.5100897787350008,0.16751336898395214,1.2153923804806437,0.5585225032475879,0.2246480266629434,0.3933802882975654,13.0,
0.4625943416828467,0.3488583443269927,0.1549633812050215,0.594732478183859,0.16657984498922934,0.1230876979300814,0.21913596445004957,13.0,
0.6951173498617012,0.5789207386110736,0.20758391514626295,1.8267187966577687,0.601077232037044,0.44841544965634433,0.5514189834301161,13.0,
0.5532667029902737,0.44731714058919,0.17583719374210288,0.8968895546224911,0.3674174389802784,0.21310138068973097,0.2834435843536457,13.0,
0.6593504002421348,0.5181368074115229,0.2345399671980244,1.5281125107118458,0.4776618719141021,0.37352299563542146,0.537163239025713,13.0,
0.493054050606981,0.3845564160623218,0.13663856166899482,0.5843788472253468,0.2391143455255711,0.12680378855570779,0.19770550358480923,13.0,
0.4806479763055834,0.37161322009658576,0.1370344635318337,0.7025794309758759,0.28833529799663093,0.221421129184552,0.18026142357450914,13.0,
0.5587348554856768,0.41370373709993485,0.1264171002841214,0.860456251480822,0.3808892348031499,0.1721896416542543,0.22843716647893317,13.0,
0.6338660990751197,0.47508330434290147,0.15283348936660454,0.9703982300337428,0.4204638594656555,0.1991666723538254,0.365373436795259,13.0,
0.7329027226703508,0.574142545948812,0.16721182338438004,1.916531446531966,0.8991391872702034,0.3824951510168884,0.48887250163089363,13.0,
0.5646776898501308,0.4655353111191382,0.17932579175371421,1.1369838838130977,0.43527209025525065,0.27327557314464085,0.3564450369750306,13.0,
0.4684725643815613,0.3454424062507479,0.12356279152583867,0.5226725067625383,0.19959491231233673,0.13496774897397523,0.1505764573818985,13.0,
0.5100671964661763,0.4060257730365431,0.16010667277420323,0.8134992381278977,0.3194292660655339,0.14518979394757014,0.27725500154366456,13.0,
0.5280985033708284,0.4429024076903836,0.17759679931306577,0.891631999997928,0.3212459395428685,0.1703927810368964,0.3296562570335562,13.0,
0.5600048265253472,0.4229344940068771,0.16197427545879742,0.7544048054224499,0.2658792785196581,0.16514594115714423,0.26937999750024283,13.0,
0.4307679094241723,0.3209912165204323,0.11147571788219138,0.3591672819505366,0.13822232980150023,0.09544388904759239,0.12027861123052683,13.0,
0.5640081716921165,0.4364239606481456,0.12197664134876776,0.8622560001457918,0.32458887230760647,0.2089164861244271,0.29472551330733504,13.0,
0.6028743145695723,0.5133153868611067,0.20053155822221921,1.3806651566922723,0.457990449380088,0.24740719488014154,0.5403720566477914,13.0,
0.7396650499878492,0.5555078047698185,0.21367588480569552,2.156494842081367,0.9069152275914911,0.411755700512234,0.6364313303254199,13.0,
0.6108025507715862,0.4707160910863936,0.17104944388164833,1.1420077297935505,0.5005260524310273,0.23592281846169108,0.3530528259178964,13.0,
0.5067426387440246,0.42128662147930945,0.14324849884895663,0.786379129220228,0.2438363446176553,0.1557432435912036,0.2904543164793505,13.0,
0.6230700720281231,0.4715143753286746,0.1840887687516695,1.1609613551390296,0.48391433582665083,0.22282370131161858,0.326798378624655,13.0,
0.493560804351274,0.39914956548285824,0.15338421225647086,0.818204829046827,0.25863452130826853,0.11050910329892333,0.29226140611601387,13.0,
0.5475441568952644,0.4403230070180994,0.1734338952472845,0.8389988408381109,0.334068872755378,0.24980680953899023,0.24673423206335415,13.0,
0.546280339298836,0.4261414155866707,0.17253597488156297,0.8864020781304693,0.31958717323282587,0.17776908502138378,0.32942691468359725,13.0,
0.4874910393001238,0.3663796917153219,0.12253004852326557,0.5146875882317217,0.202951084487284,0.12948433925531339,0.15675688864311949,13.0,
0.5524334858191644,0.4127295243127721,0.1394729006369807,0.6062156439212351,0.2277926834351647,0.16643431062501707,0.23426076985984265,13.0,
0.6435612809418325,0.48509842931921043,0.16123751522864824,1.4678689170201575,0.7272992692522784,0.3577642887046723,0.3530303851432793,13.0,
0.6568486524191663,0.5297112261569143,0.16379715974633416,1.3341393832702082,0.4941617335546657,0.3148802755545661,0.41178574100210985,13.0,
0.6153051768884509,0.47588315938799647,0.16049130308045206,1.1049176109524104,0.4266926695800658,0.2690944919699359,0.33717567226131906,13.0,
0.48945239842306704,0.39583981021803183,0.14380676404504172,0.6550490307697564,0.21512345595626284,0.12962062902067403,0.2566523039487858,13.0,
0.5363354294457497,0.41736828015680894,0.16948542917414322,0.8152887316755351,0.2820604747261065,0.17239219490753716,0.30841551808594964,13.0,
0.5464545188688694,0.41459871743050863,0.17241979629124962,0.8716670945679922,0.3375856306340673,0.24527292292390948,0.2504573219873049,13.0,
0.46415278460273135,0.37743448275183006,0.1115134381184426,0.629551809048006,0.18058281092949785,0.15454833877234123,0.2284791003008559,13.0,
0.7359305901053107,0.5972098712339484,0.20541209929048043,2.4609507278409777,1.1905427609219044,0.5750794206780298,0.5085681614380386,13.0,
0.6969162909125386,0.5592674878492404,0.20562620137888343,1.7313895018785324,0.6083660934230328,0.41753416434339646,0.48472440002861666,13.0,
0.4451531572674455,0.36862758248540256,0.10965508948568914,0.38843755815315395,0.16328500683560282,0.04558156991676157,0.13425845255646632,13.0,
0.5231407685786944,0.42701447096297424,0.16944623297497333,0.8268147375850082,0.26247454704245776,0.19913377498673168,0.24475742805479808,13.0,
0.5747524131844527,0.4129803011655071,0.1618070676500267,0.9406940506664341,0.3355908770097912,0.2360166091155481,0.29744299713180683,13.0,
0.5882854989549439,0.46737284207714586,0.15650534452945794,1.1493252185917593,0.48968527563933256,0.2577999478889939,0.2918505818659547,13.0,
0.4994996882659924,0.39620802897054597,0.1511236069378782,0.8086892876057753,0.26605822926031186,0.11090740617094054,0.29449105340450155,13.0,
0.448359598156357,0.3231914212868492,0.12245171864139753,0.4545019693571038,0.15474039625562966,0.11321546788369508,0.13818573900421366,13.0,
0.4890218343094812,0.3903070474435947,0.1122783328217511,0.6930204543437922,0.33453217659023426,0.16211223351875576,0.17273985574359935,13.0,
0.4596142645561889,0.36172887350806915,0.1397832287913708,0.5383279065657056,0.1726898863940283,0.12789013242831132,0.16866354012945814,13.0,
0.6387709175120513,0.4832256165165459,0.18964851535196442,1.3262612795407422,0.603408232655924,0.3238041771050708,0.3264994207700004,13.0,
0.5125810875433744,0.4202378569665069,0.17452698921886967,0.9091097716792234,0.3239072900758953,0.1744479808637049,0.35082282942418613,13.0,
0.4648154192007345,0.34689444687786886,0.15312644884739363,0.5948673561546212,0.16920334335356524,0.12252566247021372,0.21660853290276427,13.0,
0.595386023578703,0.48141813933993666,0.23835317283463117,1.348127943977298,0.5118673119990523,0.2245936793119889,0.5192652002730568,13.0,
0.5794872985657418,0.4814271832695527,0.16986948241923128,0.9443479060886045,0.3690177259906202,0.2782901361197,0.26478408614743026,13.0,
0.5178531777730851,0.43186297990530026,0.1421420788528719,0.7692706255127557,0.25354323638762916,0.1508675616013633,0.2788183179005456,13.0,
0.6163315469323951,0.4844220502750231,0.18645440260164453,1.3510892843337186,0.6171241561996816,0.32164787484946694,0.31905804094702983,13.0,
0.5182761942820198,0.403031505869105,0.15983894450788463,0.8123707363303083,0.32295886820031444,0.1469461009061505,0.26890089959572194,13.0,
0.6643473487861475,0.5438907131311841,0.19193000113897135,1.6215813380523674,0.6838303132019792,0.3670429881102176,0.4176661506583323,13.0,
0.7256936315784059,0.5849592932723904,0.19293187675613213,2.1606093715616708,1.0033554737010761,0.4728196211882798,0.525860908432026,13.0,
0.6485487294930188,0.49530347550313386,0.1522354588179337,1.1925584048475102,0.48088156377585856,0.2970689116252865,0.35971804348714426,13.0,
0.5021710369370815,0.3956899263694069,0.16370941932831956,0.8473452284398159,0.25008786935182364,0.206992824142821,0.2852220189025111,13.0,
0.5834043509526335,0.44148361363243244,0.16127969621955854,1.1340388658750553,0.3628288999960419,0.30003020261627966,0.2741136876444647,13.0,
0.6110855576331211,0.482577066920913,0.19206626841480334,1.1422156095709146,0.4365115879608022,0.2574806850330138,0.3662806483336608,13.0,
0.45786711958369686,0.34919237469235864,0.13344178877705076,0.474096811469617,0.18578877039387012,0.09666693705145682,0.17113358469774673,13.0,
0.6962451708894949,0.5430873256780268,0.2171224302389011,1.5531650291981545,0.5703189246117462,0.38488849233075234,0.43958246549939717,13.0,
0.6632521437052671,0.5266598961999847,0.16813526511860652,1.3359559046677074,0.5224620530315096,0.2603345771652071,0.42884411454201343,13.0,
0.46738156413835535,0.3838958679649349,0.10678615080355,0.653687969115241,0.18383247376609155,0.1601484583202405,0.22239705624989858,13.0,
0.6341347870053389,0.521016682501168,0.14753606224708632,1.4612238932686086,0.5962179792991676,0.28295999958048007,0.32586895695806034,13.0,
0.49942019666859605,0.37660043821682965,0.14548720330081888,0.5119893745542315,0.17910002456266497,0.09716640316212759,0.2118226516976174,13.0,
0.7156719105979901,0.5739378874324008,0.21068928218072597,2.2334340865977502,0.8653844150248028,0.4150098972208423,0.6355564995449682,13.0,
0.5641063752966786,0.4762525655093205,0.15495608188903154,1.1239270481497599,0.5124092804891406,0.26169705234231627,0.2976076909864,13.0,
0.5558754596339268,0.42277089276313146,0.1397113816073247,0.8574099027797121,0.3264600003297583,0.2457304391750375,0.2147259119094574,13.0,
0.535801100214851,0.44948609827075003,0.16505390245652835,0.8005355505582924,0.2993899104407561,0.15903902075748044,0.27248530119852477,13.0,
0.6057605824241791,0.44594150964869883,0.16916190276923582,1.0719334908049036,0.33894503608734233,0.3033463120380872,0.3190126769895226,13.0,
0.7155538022344675,0.5278173769281791,0.17460685701923162,1.5947868254223394,0.5976361335516852,0.36350667743588283,0.4704407332588116,13.0,
0.5895338118818891,0.4720155641187284,0.16508224359817447,1.1160208215106162,0.4597617481094679,0.2509431637672398,0.2918848798970089,13.0,
0.5091875538728095,0.40250271540216787,0.16364932340322688,0.7890455750436162,0.31835257586433086,0.1455715251594702,0.2810179974400596,13.0,
0.6310072058542158,0.487755882154951,0.18681199683897518,1.352270774823976,0.5823053371682528,0.3191417979619915,0.3329759841334632,13.0,
0.6561328690052975,0.4876311030204208,0.16804809481571548,1.2007327032753345,0.4723459045800762,0.2746328183908584,0.35689444580399277,13.0,
0.6204440935967329,0.5256749420867077,0.1857505460439732,1.1317181656100526,0.43548137264492254,0.2573967167330646,0.3565516898892035,13.0,
0.5814227165418225,0.4959624947980812,0.16698602327164586,1.0317131335209133,0.42868528920438664,0.2491059978478,0.3109272453018282,13.0,
0.7264192897732105,0.5535450554126867,0.20364280240548713,1.9052092719503457,0.8685148648921414,0.440811846277009,0.5180047861504544,13.0,
0.5140792848646639,0.4250701792046221,0.17283469776480143,0.8297020316039428,0.28088710309976606,0.1703254641328842,0.3135626888743697,13.0,
0.5663046472386715,0.4669818943981867,0.17276517436539746,0.9959436890379839,0.38083790171556714,0.279832096437588,0.277121548000354,13.0,
0.5653261838712554,0.43508761067010276,0.16794303000987118,0.774539858800342,0.2715598946137677,0.16213031984163156,0.267083405740238,13.0,
0.6710431938900047,0.516771584430292,0.14847515257305283,1.3383765715741454,0.4703037868632426,0.2921087248701742,0.39716744398798537,13.0,
0.6918093523277867,0.5461860884118859,0.20723435925946546,2.1533348598888358,1.1646771456521876,0.43076976150169344,0.5135157820462192,13.0,
0.7421690612602112,0.5711392771358925,0.174106978289099,1.9364172762330725,0.8772130301324165,0.3862720663966968,0.5139202197173696,13.0,
0.6979069331268171,0.5313069052883781,0.18925220498847123,1.513184247074435,0.6627867383890367,0.3796588462150129,0.46329520958408205,13.0,
0.6652068776049122,0.5505827630213544,0.2015707577672584,1.908305571821869,0.7400526873123611,0.357218937887686,0.4604163705319688,13.0,
0.5253606088797741,0.4210329347892935,0.1067324613893178,0.7722656637156884,0.23653869942486114,0.15870248951496863,0.29990663711430854,13.0,
0.6579455442149718,0.48337662223516625,0.1774961538550069,1.2787695868912576,0.5443032648185204,0.29448412591579076,0.3471357285613583,13.0,
0.6407811252499163,0.517286248198806,0.24117731921210891,1.4830137990582424,0.47442212855642096,0.3736787731339365,0.5263078329749945,13.0,
0.703748705128829,0.5538956883468629,0.19915282158213574,1.8434949408509738,0.8567998453489264,0.4376349699682248,0.504973547682708,13.0,
0.48920324071071275,0.3990645101541763,0.164833926953378,0.6716659093700744,0.24614439831677232,0.14068769092839598,0.24973510282620504,13.0,
0.5701074397005476,0.3962738204661677,0.1659187360771897,0.8334431479215902,0.3327879612846261,0.23615824068170874,0.2501461842807795,13.0,
0.6307511516738038,0.5234721037238969,0.20225209102568528,1.3623210904908336,0.7027014277174324,0.30821720452299173,0.4507284998929606,13.0,
0.5032176115162491,0.41913095903063996,0.15314393987669728,0.669114534345073,0.24779945003184126,0.13845351263769365,0.24731124725273765,13.0,
0.5604939017943511,0.39977285581083305,0.13021722112833042,0.8984360277622913,0.42909061256928793,0.1941667934157966,0.23847593415509977,13.0,
0.6519187683104027,0.5233833196701105,0.2078818464072404,1.4297370186388243,0.69271543412213,0.3070877813098332,0.4269790741848622,13.0,
0.5950954722022963,0.4474053291767267,0.19815900609731493,1.0958308008572815,0.4804456157895016,0.27780166958756675,0.3298130744365001,13.0,
0.48063010798027567,0.40751074748633564,0.15306526884510682,0.7135521954408497,0.24698351753977144,0.16024394681570625,0.2576107350404708,13.0,
0.5990046775292427,0.4683294435137042,0.16107855831074724,1.1099609863420878,0.4614397503278449,0.2513135573004531,0.29313423647288545,13.0,
0.4485493769000975,0.33164570847421115,0.0997191742243899,0.43452565503830193,0.161749131089923,0.07781880714156232,0.16637077224779914,13.0,
0.6546126832966578,0.5265207946824675,0.16894272686344677,1.3202752372599842,0.5228233390818577,0.2698412019580464,0.4434573350931111,13.0,
0.6141521600379916,0.49596631792782814,0.17306012213926864,1.0454776260718974,0.4253261453340323,0.19622829935286373,0.388304655718334,13.0,
0.5622040442083547,0.39352416474344387,0.17577781243891225,0.8452237344518689,0.33186772534245834,0.2373408192327099,0.24939552987670874,13.0,
0.4459006038455911,0.35487310984580356,0.12321779839508927,0.5069097097837008,0.21129988770134853,0.09726097504002894,0.17569800233282798,13.0,
0.7139821526662484,0.539767287565218,0.20361862545453613,1.7367826861546758,0.6351917893621147,0.40922394469827755,0.5005406798683465,13.0,
0.727601519247921,0.6041125919872443,0.20329506350560472,2.5208316902231345,1.1256769229197663,0.5788549555740407,0.5054310454930413,13.0,
0.4054236114129672,0.3189479840462008,0.12120169695667378,0.30828304205902846,0.135653976381762,0.05823994271548438,0.09413649022641224,13.0,
0.5507260782553158,0.40838562796962613,0.12562972777182693,0.8188738777471276,0.2595320646037517,0.23117048287164604,0.2512969493061069,13.0,
