I,0.500,0.375,0.120,0.529,0.224,0.123,0.160,8
M,0.515,0.395,0.135,1.007,0.472,0.250,0.252,8
I,0.455,0.345,0.110,0.434,0.207,0.086,0.122,8
M,0.690,0.540,0.185,1.710,0.773,0.386,0.433,8
I,0.290,0.205,0.070,0.098,0.036,0.019,0.035,8
M,0.550,0.385,0.130,0.728,0.343,0.163,0.190,8
M,0.405,0.305,0.085,0.261,0.115,0.060,0.085,8
I,0.465,0.355,0.120,0.581,0.255,0.092,0.184,8
F,0.610,0.470,0.160,1.075,0.493,0.236,0.290,8
M,0.470,0.380,0.145,0.587,0.239,0.144,0.185,8
I,0.470,0.355,0.180,0.480,0.206,0.105,0.151,8
F,0.400,0.300,0.115,0.303,0.134,0.047,0.094,8
M,0.530,0.410,0.140,0.755,0.350,0.172,0.211,8
I,0.420,0.325,0.115,0.314,0.130,0.064,0.100,8
I,0.385,0.290,0.085,0.251,0.112,0.061,0.080,8
F,0.595,0.480,0.160,1.210,0.523,0.296,0.320,8
M,0.580,0.450,0.155,0.828,0.321,0.198,0.245,8
F,0.620,0.435,0.155,1.012,0.477,0.236,0.275,8
I,0.445,0.355,0.095,0.362,0.142,0.079,0.120,8
I,0.530,0.380,0.125,0.616,0.292,0.113,0.185,8
M,0.620,0.470,0.135,1.020,0.532,0.201,0.248,8
M,0.570,0.445,0.150,0.988,0.504,0.207,0.249,8
I,0.415,0.325,0.110,0.316,0.139,0.080,0.093,8
I,0.405,0.310,0.095,0.343,0.179,0.064,0.086,8
F,0.580,0.445,0.135,0.950,0.484,0.182,0.233,8
F,0.640,0.510,0.165,1.486,0.760,0.332,0.321,8
F,0.470,0.355,0.180,0.441,0.153,0.117,0.135,8
M,0.470,0.375,0.115,0.427,0.169,0.076,0.150,8
F,0.590,0.460,0.145,0.991,0.453,0.221,0.275,8
M,0.500,0.400,0.130,0.772,0.370,0.160,0.211,8
I,0.495,0.375,0.140,0.494,0.181,0.098,0.191,8
M,0.430,0.335,0.115,0.406,0.166,0.094,0.135,8
F,0.565,0.450,0.145,0.850,0.422,0.169,0.225,8
I,0.335,0.260,0.100,0.192,0.079,0.059,0.070,8
I,0.475,0.375,0.110,0.494,0.211,0.109,0.155,8
I,0.460,0.335,0.110,0.444,0.225,0.075,0.110,8
I,0.470,0.375,0.120,0.487,0.196,0.099,0.135,8
I,0.470,0.370,0.110,0.556,0.250,0.115,0.163,8
M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
F,0.505,0.390,0.115,0.660,0.305,0.156,0.175,8
M,0.630,0.480,0.165,1.286,0.604,0.271,0.350,8
I,0.430,0.315,0.095,0.378,0.175,0.080,0.105,8
M,0.570,0.445,0.140,1.064,0.527,0.220,0.240,8
I,0.510,0.395,0.105,0.553,0.234,0.127,0.165,8
I,0.475,0.380,0.120,0.441,0.179,0.089,0.151,8
M,0.440,0.325,0.080,0.413,0.144,0.102,0.130,8
M,0.565,0.445,0.150,0.796,0.364,0.184,0.219,8
I,0.435,0.300,0.120,0.597,0.259,0.139,0.165,8
I,0.545,0.420,0.165,0.894,0.424,0.220,0.228,8
M,0.595,0.485,0.150,1.084,0.531,0.231,0.276,8
I,0.400,0.315,0.090,0.325,0.151,0.073,0.088,8
F,0.620,0.480,0.160,1.113,0.564,0.245,0.281,8
I,0.550,0.425,0.150,0.767,0.339,0.176,0.210,8
M,0.600,0.455,0.170,1.192,0.696,0.240,0.240,8
I,0.470,0.385,0.130,0.587,0.264,0.117,0.174,8
F,0.570,0.435,0.140,0.859,0.391,0.196,0.230,8
F,0.505,0.475,0.160,1.116,0.509,0.239,0.307,8
M,0.610,0.485,0.160,1.015,0.532,0.212,0.242,8
M,0.445,0.350,0.115,0.362,0.157,0.070,0.117,8
M,0.480,0.370,0.100,0.514,0.243,0.102,0.135,8
I,0.455,0.370,0.110,0.514,0.239,0.124,0.126,8
F,0.380,0.305,0.095,0.282,0.126,0.053,0.090,8
M,0.565,0.455,0.150,0.980,0.444,0.205,0.275,8
F,0.465,0.350,0.135,0.627,0.259,0.145,0.175,8
I,0.475,0.355,0.105,0.468,0.201,0.112,0.120,8
F,0.520,0.405,0.115,0.776,0.320,0.185,0.220,8
F,0.505,0.390,0.120,0.573,0.256,0.133,0.146,8
F,0.430,0.340,0.110,0.382,0.154,0.096,0.109,8
I,0.590,0.470,0.145,0.974,0.453,0.236,0.289,8
I,0.350,0.280,0.075,0.196,0.082,0.040,0.064,8
I,0.455,0.345,0.105,0.401,0.164,0.076,0.126,8
M,0.555,0.440,0.150,0.838,0.416,0.146,0.230,8
I,0.430,0.315,0.115,0.384,0.189,0.072,0.110,8
I,0.350,0.260,0.095,0.221,0.099,0.043,0.070,8
F,0.575,0.435,0.150,1.031,0.461,0.218,0.360,8
F,0.595,0.465,0.150,1.101,0.542,0.166,0.265,8
F,0.630,0.500,0.180,1.197,0.514,0.233,0.400,8
I,0.385,0.300,0.090,0.308,0.153,0.056,0.084,8
M,0.350,0.275,0.110,0.293,0.123,0.064,0.091,8
I,0.515,0.390,0.125,0.571,0.238,0.127,0.185,8
I,0.375,0.305,0.115,0.272,0.092,0.074,0.090,8
I,0.475,0.360,0.125,0.491,0.205,0.131,0.125,8
M,0.625,0.480,0.185,1.207,0.587,0.290,0.286,8
I,0.445,0.330,0.110,0.358,0.153,0.067,0.119,8
M,0.255,0.195,0.065,0.080,0.032,0.018,0.027,8
M,0.635,0.510,0.185,1.308,0.544,0.318,0.377,8
I,0.390,0.300,0.105,0.259,0.096,0.038,0.085,8
M,0.585,0.450,0.180,0.800,0.336,0.186,0.237,8
I,0.410,0.300,0.090,0.304,0.129,0.071,0.096,8
M,0.295,0.230,0.085,0.125,0.042,0.029,0.043,8
M,0.460,0.360,0.125,0.547,0.217,0.111,0.190,8
F,0.460,0.365,0.125,0.479,0.206,0.105,0.141,8
I,0.505,0.400,0.145,0.705,0.334,0.143,0.207,8
M,0.630,0.465,0.150,1.027,0.537,0.188,0.176,8
F,0.415,0.305,0.130,0.320,0.131,0.076,0.105,8
I,0.525,0.368,0.135,0.615,0.261,0.167,0.175,8
F,0.633,0.464,0.15,1.019,0.413,0.294,0.321,8
I,0.392,0.31,0.105,0.267,0.119,0.053,0.081,8
F,0.415,0.292,0.135,0.332,0.135,0.076,0.101,8
I,0.481,0.38,0.133,0.513,0.234,0.123,0.204,8
F,0.484,0.35,0.135,0.627,0.259,0.145,0.181,8
M,0.623,0.505,0.19,1.403,0.672,0.293,0.365,8
M,0.6,0.455,0.155,0.945,0.437,0.209,0.25,8
F,0.635,0.445,0.14,0.909,0.416,0.2,0.229,8
M,0.56,0.445,0.16,0.897,0.414,0.215,0.222,8
F,0.585,0.434,0.14,0.696,0.301,0.129,0.225,8
I,0.47,0.385,0.13,0.587,0.261,0.115,0.174,8
F,0.587,0.38,0.13,0.682,0.293,0.167,0.18,8
I,0.515,0.379,0.122,0.664,0.32,0.138,0.17,8
F,0.555,0.445,0.175,1.147,0.551,0.255,0.279,8
I,0.46,0.386,0.11,0.397,0.144,0.086,0.146,8
F,0.572,0.44,0.143,0.978,0.366,0.239,0.288,8
M,0.664,0.525,0.175,1.701,0.826,0.368,0.418,8
I,0.595,0.435,0.165,0.949,0.458,0.207,0.272,8
I,0.44,0.34,0.105,0.35,0.124,0.085,0.125,8
F,0.631,0.5,0.15,1.042,0.371,0.271,0.367,8
I,0.455,0.33,0.1,0.372,0.364,0.078,0.114,8
M,0.565,0.445,0.140,0.836,0.406,0.161,0.225,9
F,0.465,0.350,0.115,0.421,0.157,0.091,0.135,9
M,0.415,0.315,0.115,0.390,0.202,0.065,0.103,9
M,0.600,0.460,0.150,1.247,0.534,0.274,0.290,9
F,0.550,0.405,0.125,0.651,0.297,0.137,0.200,9
M,0.590,0.475,0.165,1.077,0.455,0.244,0.310,9
F,0.635,0.495,0.175,1.211,0.707,0.273,0.323,9
M,0.525,0.410,0.130,0.688,0.344,0.150,0.177,9
I,0.550,0.420,0.155,0.912,0.495,0.181,0.205,9
F,0.550,0.470,0.150,0.897,0.377,0.184,0.290,9
F,0.575,0.460,0.160,1.103,0.538,0.221,0.249,9
I,0.440,0.305,0.115,0.379,0.162,0.091,0.110,9
F,0.575,0.445,0.140,0.941,0.385,0.252,0.285,9
M,0.650,0.515,0.125,1.181,0.524,0.283,0.328,9
M,0.340,0.255,0.095,0.213,0.081,0.034,0.070,9
M,0.610,0.485,0.145,1.331,0.783,0.226,0.287,9
F,0.550,0.440,0.125,0.765,0.330,0.213,0.245,9
F,0.575,0.470,0.165,0.869,0.435,0.197,0.238,9
M,0.545,0.415,0.140,0.820,0.462,0.127,0.218,9
M,0.620,0.490,0.150,1.195,0.461,0.302,0.355,9
F,0.595,0.455,0.160,1.040,0.452,0.266,0.288,9
M,0.355,0.290,0.090,0.328,0.134,0.086,0.090,9
M,0.630,0.490,0.155,1.253,0.630,0.246,0.289,9
F,0.635,0.495,0.015,1.157,0.512,0.308,0.289,9
M,0.600,0.475,0.155,1.139,0.502,0.230,0.310,9
F,0.515,0.400,0.115,0.578,0.191,0.145,0.170,9
I,0.385,0.290,0.090,0.262,0.111,0.060,0.075,9
I,0.540,0.420,0.140,0.727,0.321,0.145,0.229,9
I,0.555,0.395,0.130,0.559,0.222,0.125,0.170,9
M,0.575,0.475,0.160,1.114,0.496,0.275,0.290,9
M,0.580,0.455,0.170,0.930,0.408,0.259,0.220,9
F,0.450,0.325,0.135,0.438,0.181,0.117,0.110,9
M,0.610,0.365,0.155,1.077,0.488,0.249,0.270,9
F,0.575,0.465,0.140,0.958,0.442,0.182,0.271,9
M,0.390,0.300,0.090,0.306,0.143,0.065,0.085,9
F,0.550,0.430,0.140,0.811,0.368,0.161,0.275,9
I,0.460,0.350,0.105,0.371,0.158,0.077,0.114,9
F,0.530,0.420,0.135,0.677,0.257,0.142,0.210,9
M,0.515,0.400,0.140,0.634,0.288,0.145,0.168,9
M,0.560,0.450,0.145,0.894,0.389,0.210,0.264,9
F,0.555,0.430,0.135,0.812,0.406,0.163,0.222,9
M,0.500,0.420,0.135,0.677,0.302,0.142,0.207,9
F,0.595,0.455,0.140,0.914,0.390,0.223,0.271,9
I,0.455,0.355,0.105,0.372,0.138,0.077,0.135,9
M,0.590,0.470,0.180,1.187,0.599,0.227,0.310,9
M,0.625,0.495,0.175,1.254,0.582,0.286,0.319,9
I,0.500,0.390,0.130,0.508,0.212,0.104,0.176,9
F,0.550,0.445,0.155,0.991,0.544,0.178,0.218,9
M,0.410,0.300,0.100,0.301,0.124,0.069,0.090,9
F,0.675,0.530,0.195,1.499,0.620,0.375,0.425,9
M,0.630,0.505,0.170,1.092,0.462,0.266,0.300,9
I,0.555,0.425,0.145,0.791,0.349,0.177,0.225,9
F,0.440,0.340,0.140,0.482,0.186,0.109,0.160,9
F,0.605,0.475,0.165,1.056,0.433,0.220,0.357,9
I,0.420,0.345,0.115,0.344,0.152,0.080,0.115,9
F,0.625,0.485,0.175,1.375,0.734,0.272,0.332,9
F,0.640,0.525,0.175,1.382,0.646,0.312,0.370,9
I,0.505,0.385,0.125,0.596,0.245,0.097,0.210,9
F,0.560,0.455,0.160,0.967,0.453,0.207,0.274,9
M,0.440,0.335,0.110,0.394,0.157,0.096,0.122,9
I,0.555,0.430,0.140,0.767,0.341,0.165,0.230,9
M,0.360,0.295,0.100,0.211,0.066,0.053,0.075,9
F,0.595,0.465,0.150,1.077,0.491,0.220,0.287,9
F,0.485,0.390,0.100,0.557,0.222,0.116,0.185,9
M,0.625,0.480,0.160,1.242,0.658,0.263,0.279,9
F,0.510,0.390,0.135,0.634,0.231,0.179,0.200,9
M,0.480,0.375,0.145,0.777,0.216,0.130,0.170,9
I,0.530,0.425,0.130,0.768,0.419,0.121,0.210,9
F,0.550,0.430,0.140,0.714,0.257,0.186,0.225,9
M,0.550,0.425,0.160,0.793,0.343,0.204,0.215,9
M,0.615,0.475,0.175,1.224,0.604,0.261,0.311,9
M,0.595,0.435,0.160,1.057,0.426,0.224,0.310,9
M,0.425,0.350,0.105,0.393,0.130,0.063,0.165,9
M,0.530,0.425,0.155,0.791,0.307,0.171,0.260,9
F,0.615,0.470,0.155,1.084,0.589,0.209,0.246,9
F,0.565,0.440,0.135,0.830,0.393,0.174,0.238,9
M,0.525,0.400,0.155,0.707,0.282,0.161,0.225,9
F,0.550,0.435,0.140,0.745,0.347,0.174,0.227,9
M,0.450,0.355,0.120,0.396,0.147,0.077,0.145,9
I,0.505,0.425,0.125,0.612,0.245,0.138,0.200,9
I,0.475,0.355,0.125,0.487,0.216,0.111,0.142,9
F,0.525,0.425,0.160,0.836,0.355,0.214,0.245,9
M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,9
I,0.535,0.410,0.130,0.608,0.268,0.123,0.198,9
F,0.635,0.490,0.155,1.145,0.478,0.304,0.316,9
F,0.675,0.525,0.155,1.479,0.628,0.341,0.420,9
F,0.540,0.420,0.130,0.751,0.368,0.168,0.185,9
M,0.640,0.485,0.160,1.006,0.456,0.225,0.284,9
M,0.575,0.445,0.160,0.839,0.401,0.198,0.239,9
M,0.625,0.470,0.150,1.124,0.556,0.232,0.287,9
M,0.595,0.460,0.140,0.852,0.422,0.226,0.227,9
I,0.515,0.405,0.130,0.573,0.213,0.134,0.195,9
M,0.600,0.480,0.165,0.917,0.414,0.197,0.273,9
M,0.725,0.550,0.200,1.510,0.874,0.427,0.509,9
M,0.575,0.465,0.120,1.054,0.516,0.219,0.235,9
M,0.600,0.475,0.175,1.110,0.511,0.256,0.285,9
M,0.570,0.455,0.175,1.020,0.481,0.215,0.290,9
M,0.580,0.440,0.160,0.830,0.337,0.201,0.249,9
F,0.725,0.580,0.185,1.523,0.805,0.360,0.438,9
M,0.500,0.365,0.130,0.595,0.309,0.109,0.154,9
I,0.525,0.375,0.120,0.632,0.305,0.114,0.190,9
M,0.440,0.355,0.125,0.478,0.132,0.082,0.190,9
F,0.620,0.475,0.160,1.325,0.687,0.233,0.328,9
F,0.510,0.370,0.210,1.183,0.508,0.292,0.343,9
I,0.470,0.345,0.140,0.462,0.229,0.111,0.116,9
I,0.490,0.385,0.120,0.591,0.271,0.113,0.178,9
F,0.620,0.480,0.175,1.041,0.464,0.223,0.300,9
M,0.580,0.460,0.160,1.063,0.513,0.271,0.263,9
I,0.500,0.395,0.140,0.622,0.293,0.121,0.195,9
I,0.460,0.360,0.140,0.447,0.161,0.087,0.160,9
F,0.595,0.460,0.140,1.005,0.466,0.210,0.252,9
M,0.510,0.410,0.155,1.283,0.569,0.291,0.380,9
F,0.470,0.365,0.120,0.543,0.230,0.150,0.150,9
I,0.440,0.365,0.115,0.501,0.244,0.084,0.147,9
M,0.590,0.405,0.150,0.853,0.326,0.262,0.245,9
M,0.425,0.325,0.120,0.376,0.142,0.107,0.105,9
F,0.675,0.525,0.170,1.711,0.837,0.352,0.475,9
M,0.620,0.460,0.160,0.951,0.492,0.200,0.228,9
F,0.610,0.495,0.165,1.084,0.453,0.273,0.317,9
M,0.610,0.485,0.170,1.281,0.597,0.304,0.330,9
F,0.530,0.440,0.135,0.784,0.313,0.172,0.219,9
M,0.525,0.400,0.130,0.622,0.266,0.147,0.184,9
F,0.720,0.550,0.195,2.073,1.072,0.427,0.502,9
I,0.465,0.375,0.120,0.471,0.222,0.119,0.140,9
M,0.650,0.520,0.175,1.266,0.615,0.278,0.336,9
I,0.520,0.395,0.135,0.633,0.299,0.130,0.175,9
I,0.295,0.225,0.080,0.124,0.049,0.032,0.040,9
F,0.600,0.475,0.135,1.441,0.589,0.191,0.318,9
M,0.515,0.350,0.155,0.923,0.419,0.198,0.273,9
F,0.580,0.450,0.195,0.827,0.404,0.173,0.225,9
M,0.590,0.500,0.150,1.142,0.485,0.265,0.345,9
F,0.650,0.500,0.185,1.442,0.741,0.296,0.341,9
I,0.590,0.445,0.135,0.772,0.328,0.175,0.230,9
M,0.670,0.525,0.180,1.492,0.728,0.343,0.381,9
F,0.415,0.325,0.115,0.346,0.141,0.077,0.110,9
F,0.615,0.475,0.170,1.055,0.543,0.246,0.235,9
F,0.705,0.550,0.170,1.219,0.640,0.236,0.301,9
M,0.465,0.360,0.105,0.431,0.172,0.107,0.175,9
F,0.435,0.335,0.110,0.380,0.170,0.086,0.110,9
M,0.670,0.525,0.195,1.441,0.660,0.268,0.425,9
M,0.500,0.400,0.125,0.598,0.270,0.128,0.166,9
M,0.350,0.260,0.090,0.195,0.075,0.041,0.066,9
I,0.355,0.270,0.105,0.271,0.143,0.053,0.074,9
M,0.600,0.475,0.205,1.176,0.526,0.288,0.308,9
I,0.605,0.470,0.145,0.803,0.379,0.227,0.220,9
F,0.525,0.430,0.135,0.844,0.433,0.180,0.182,9
I,0.350,0.265,0.110,0.209,0.066,0.059,0.075,9
I,0.460,0.350,0.110,0.395,0.169,0.087,0.125,9
M,0.580,0.460,0.150,1.017,0.491,0.221,0.265,9
M,0.580,0.445,0.160,0.984,0.490,0.201,0.270,9
F,0.615,0.465,0.150,0.923,0.462,0.183,0.242,9
I,0.520,0.395,0.125,0.663,0.301,0.131,0.191,9
F,0.545,0.410,0.140,0.741,0.357,0.178,0.203,9
F,0.570,0.450,0.180,0.908,0.402,0.217,0.255,9
F,0.580,0.450,0.155,0.930,0.385,0.246,0.265,9
M,0.515,0.455,0.135,0.723,0.295,0.163,0.235,9
F,0.535,0.410,0.130,0.715,0.335,0.144,0.208,9
M,0.400,0.290,0.115,0.280,0.112,0.058,0.075,9
I,0.580,0.445,0.125,0.710,0.303,0.141,0.235,9
I,0.570,0.445,0.155,0.867,0.371,0.171,0.280,9
I,0.530,0.420,0.140,0.677,0.256,0.186,0.208,9
I,0.320,0.250,0.080,0.157,0.057,0.034,0.060,9
M,0.525,0.425,0.190,0.872,0.463,0.173,0.199,9
I,0.535,0.420,0.145,0.689,0.273,0.152,0.237,9
M,0.450,0.340,0.130,0.372,0.161,0.080,0.105,9
M,0.625,0.455,0.170,1.082,0.496,0.235,0.315,9
F,0.635,0.500,0.165,1.460,0.705,0.265,0.390,9
M,0.520,0.385,0.140,0.660,0.249,0.204,0.160,9
F,0.650,0.495,0.155,1.337,0.615,0.320,0.335,9
I,0.620,0.470,0.140,0.857,0.360,0.160,0.295,9
M,0.625,0.495,0.175,1.294,0.581,0.317,0.355,9
F,0.545,0.445,0.150,0.800,0.354,0.163,0.207,9
M,0.595,0.480,0.140,0.913,0.410,0.183,0.289,9
M,0.565,0.430,0.130,0.784,0.350,0.189,0.213,9
M,0.645,0.480,0.150,1.192,0.606,0.260,0.285,9
M,0.530,0.405,0.130,0.738,0.285,0.170,0.193,9
I,0.575,0.450,0.145,0.872,0.468,0.180,0.217,9
F,0.580,0.460,0.175,1.165,0.650,0.221,0.306,9
I,0.480,0.370,0.125,0.474,0.179,0.104,0.175,9
M,0.610,0.470,0.160,1.022,0.449,0.235,0.295,9
F,0.630,0.485,0.170,1.321,0.595,0.345,0.345,9
M,0.645,0.510,0.190,1.475,0.605,0.345,0.480,9
I,0.475,0.335,0.100,0.443,0.190,0.086,0.135,9
F,0.600,0.485,0.145,0.776,0.355,0.159,0.239,9
M,0.595,0.455,0.150,1.044,0.518,0.221,0.270,9
F,0.560,0.410,0.160,0.822,0.342,0.184,0.253,9
I,0.505,0.380,0.135,0.539,0.265,0.095,0.165,9
M,0.525,0.420,0.155,0.842,0.428,0.142,0.205,9
I,0.570,0.435,0.170,0.848,0.400,0.166,0.250,9
M,0.515,0.370,0.115,0.615,0.342,0.155,0.146,9
F,0.560,0.465,0.160,1.032,0.432,0.203,0.337,9
I,0.530,0.425,0.130,0.781,0.391,0.201,0.215,9
I,0.530,0.430,0.160,0.725,0.321,0.128,0.240,9
M,0.590,0.455,0.160,1.090,0.500,0.222,0.292,9
M,0.600,0.465,0.200,1.259,0.641,0.199,0.357,9
M,0.580,0.450,0.160,0.868,0.394,0.221,0.215,9
M,0.370,0.280,0.105,0.234,0.091,0.059,0.075,9
I,0.475,0.365,0.115,0.490,0.223,0.124,0.134,9
F,0.530,0.410,0.145,0.826,0.375,0.204,0.245,9
I,0.555,0.430,0.150,0.783,0.345,0.176,0.247,9
M,0.660,0.535,0.190,1.591,0.643,0.297,0.518,9
M,0.625,0.495,0.155,1.025,0.460,0.195,0.340,9
F,0.330,0.260,0.080,0.200,0.063,0.050,0.070,9
F,0.500,0.370,0.135,0.450,0.172,0.106,0.155,9
M,0.565,0.455,0.150,0.960,0.457,0.240,0.230,9
I,0.545,0.430,0.140,0.687,0.262,0.141,0.250,9
M,0.630,0.490,0.150,1.196,0.585,0.257,0.300,9
I,0.530,0.405,0.130,0.662,0.295,0.140,0.190,9
M,0.500,0.390,0.135,0.782,0.361,0.158,0.239,9
I,0.510,0.455,0.135,0.686,0.288,0.154,0.204,9
M,0.575,0.450,0.135,0.922,0.354,0.209,0.237,9
F,0.580,0.450,0.170,0.971,0.462,0.232,0.248,9
I,0.555,0.450,0.175,0.738,0.304,0.176,0.220,9
M,0.575,0.480,0.150,0.947,0.436,0.261,0.251,9
I,0.485,0.355,0.120,0.509,0.210,0.122,0.135,9
M,0.410,0.315,0.095,0.306,0.121,0.074,0.090,9
I,0.515,0.400,0.135,0.697,0.320,0.126,0.175,9
F,0.605,0.480,0.175,1.169,0.482,0.231,0.356,9
I,0.440,0.340,0.120,0.438,0.212,0.083,0.120,9
F,0.670,0.540,0.200,1.460,0.644,0.328,0.417,9
F,0.560,0.425,0.125,0.932,0.361,0.213,0.335,9
I,0.665,0.500,0.170,1.298,0.604,0.291,0.360,9
M,0.640,0.500,0.170,1.455,0.642,0.358,0.354,9
I,0.535,0.455,0.140,1.002,0.530,0.177,0.244,9
F,0.570,0.445,0.150,0.995,0.504,0.185,0.251,9
I,0.575,0.440,0.125,0.852,0.456,0.172,0.197,9
M,0.525,0.405,0.120,0.756,0.376,0.156,0.201,9
F,0.550,0.415,0.135,0.764,0.318,0.210,0.200,9
F,0.690,0.530,0.170,1.554,0.795,0.349,0.370,9
F,0.540,0.425,0.160,0.946,0.368,0.201,0.295,9
I,0.365,0.295,0.095,0.250,0.108,0.055,0.080,9
F,0.560,0.420,0.180,1.665,0.776,0.350,0.453,9
F,0.450,0.345,0.120,0.417,0.166,0.095,0.135,9
M,0.610,0.475,0.150,1.142,0.620,0.237,0.245,9
F,0.545,0.385,0.150,1.119,0.543,0.245,0.285,9
F,0.585,0.460,0.165,1.058,0.486,0.250,0.294,9
M,0.585,0.460,0.145,0.934,0.478,0.183,0.235,9
F,0.630,0.505,0.195,1.306,0.516,0.331,0.375,9
I,0.565,0.435,0.145,0.845,0.398,0.158,0.255,9
F,0.640,0.505,0.175,1.319,0.619,0.302,0.332,9
F,0.600,0.450,0.150,0.963,0.438,0.223,0.278,9
M,0.555,0.440,0.140,0.871,0.407,0.156,0.255,9
I,0.540,0.395,0.135,0.656,0.271,0.155,0.192,9
F,0.460,0.355,0.130,0.517,0.221,0.114,0.165,9
F,0.670,0.505,0.205,1.365,0.608,0.303,0.353,9
F,0.505,0.390,0.160,0.644,0.248,0.203,0.164,9
I,0.520,0.410,0.145,0.646,0.297,0.160,0.165,9
M,0.505,0.395,0.125,0.635,0.290,0.156,0.175,9
I,0.535,0.450,0.135,0.728,0.285,0.185,0.265,9
I,0.560,0.455,0.145,0.974,0.547,0.162,0.235,9
M,0.510,0.405,0.130,0.718,0.373,0.158,0.170,9
I,0.575,0.445,0.160,0.918,0.450,0.194,0.240,9
M,0.580,0.445,0.135,0.814,0.378,0.192,0.220,9
M,0.400,0.305,0.130,0.294,0.096,0.068,0.105,9
I,0.565,0.440,0.135,0.768,0.331,0.139,0.248,9
F,0.625,0.515,0.160,1.264,0.572,0.326,0.321,9
I,0.560,0.425,0.135,0.821,0.372,0.185,0.236,9
F,0.540,0.415,0.150,0.812,0.388,0.188,0.204,9
I,0.365,0.260,0.115,0.218,0.094,0.045,0.070,9
I,0.565,0.430,0.125,0.655,0.282,0.139,0.210,9
I,0.335,0.255,0.085,0.179,0.071,0.041,0.055,9
F,0.550,0.425,0.145,0.797,0.297,0.150,0.265,9
F,0.560,0.430,0.145,0.898,0.390,0.233,0.245,9
M,0.590,0.435,0.165,0.977,0.453,0.240,0.235,9
F,0.600,0.485,0.165,1.141,0.587,0.218,0.288,9
F,0.525,0.420,0.160,0.756,0.275,0.173,0.275,9
I,0.485,0.390,0.125,0.591,0.287,0.141,0.120,9
F,0.625,0.500,0.165,1.288,0.573,0.304,0.315,9
M,0.645,0.490,0.160,1.251,0.536,0.335,0.317,9
F,0.690,0.540,0.155,1.454,0.624,0.311,0.390,9
F,0.505,0.390,0.130,0.674,0.317,0.141,0.179,9
F,0.545,0.430,0.160,0.844,0.395,0.186,0.231,9
F,0.655,0.460,0.160,1.494,0.690,0.331,0.183,9
M,0.440,0.350,0.110,0.459,0.200,0.089,0.130,9
I,0.455,0.365,0.135,0.441,0.152,0.117,0.145,9
I,0.445,0.360,0.110,0.424,0.182,0.077,0.140,9
F,0.575,0.480,0.165,1.078,0.511,0.210,0.306,9
I,0.530,0.405,0.120,0.632,0.272,0.148,0.188,9
M,0.425,0.305,0.110,0.359,0.173,0.088,0.098,9
F,0.560,0.435,0.150,0.872,0.476,0.184,0.184,9
I,0.485,0.370,0.115,0.457,0.189,0.097,0.150,9
I,0.455,0.350,0.130,0.473,0.215,0.075,0.150,9
F,0.570,0.440,0.190,1.018,0.447,0.207,0.265,9
F,0.490,0.380,0.155,0.578,0.240,0.126,0.180,9
M,0.295,0.225,0.090,0.139,0.048,0.046,0.050,9
I,0.490,0.390,0.120,0.511,0.221,0.103,0.175,9
M,0.650,0.495,0.160,1.304,0.570,0.312,0.373,9
F,0.345,0.255,0.100,0.197,0.071,0.051,0.060,9
I,0.550,0.400,0.135,0.717,0.332,0.150,0.221,9
F,0.620,0.465,0.140,1.161,0.601,0.220,0.307,9
M,0.350,0.255,0.080,0.192,0.080,0.039,0.063,9
F,0.640,0.500,0.150,1.202,0.559,0.231,0.336,9
I,0.500,0.380,0.110,0.561,0.280,0.106,0.150,9
F,0.650,0.495,0.160,1.311,0.577,0.332,0.355,9
M,0.575,0.475,0.145,0.857,0.367,0.173,0.269,9
I,0.510,0.400,0.145,0.578,0.231,0.143,0.177,9
M,0.625,0.485,0.160,1.214,0.631,0.224,0.302,9
F,0.430,0.350,0.090,0.397,0.158,0.089,0.120,9
I,0.585,0.420,0.145,0.674,0.290,0.135,0.220,9
I,0.540,0.425,0.140,0.742,0.320,0.140,0.250,9
M,0.500,0.355,0.140,0.528,0.213,0.149,0.140,9
F,0.405,0.325,0.110,0.356,0.151,0.063,0.117,9
F,0.620,0.485,0.155,1.195,0.511,0.271,0.352,9
I,0.515,0.360,0.125,0.473,0.182,0.125,0.138,9
M,0.620,0.490,0.155,1.100,0.505,0.248,0.310,9
F,0.590,0.440,0.140,1.007,0.478,0.211,0.293,9
M,0.425,0.335,0.100,0.409,0.176,0.092,0.135,9
M,0.520,0.400,0.105,0.872,0.452,0.162,0.199,9
I,0.575,0.445,0.170,0.802,0.348,0.147,0.250,9
M,0.600,0.510,0.185,1.285,0.610,0.275,0.315,9
F,0.575,0.460,0.150,0.927,0.333,0.207,0.299,9
M,0.600,0.465,0.165,1.038,0.498,0.221,0.251,9
M,0.310,0.225,0.075,0.130,0.046,0.034,0.044,9
M,0.610,0.470,0.170,1.119,0.523,0.241,0.310,9
M,0.650,0.505,0.180,1.469,0.712,0.334,0.380,9
F,0.665,0.500,0.175,1.436,0.643,0.345,0.370,9
I,0.600,0.445,0.135,0.921,0.445,0.204,0.253,9
F,0.505,0.400,0.165,0.729,0.268,0.155,0.250,9
F,0.490,0.385,0.160,0.656,0.246,0.171,0.205,9
I,0.550,0.465,0.150,0.936,0.481,0.174,0.244,9
